t,x1,x2,x3,x4,x5,x6,x7,x8,x9
0.89,NaN,-1,-0.243500266946844,-0.119886114982747,0,0.178739490546129,0.532121521923208,1,1.24488454967779
0.895,NaN,-1,-0.242073621495888,-0.119225372203048,0,0.178029976181284,0.531228217080829,1,1.24404632344987
0.9,NaN,-1,-0.240655742326869,-0.118568541298698,0,0.177322478608134,0.530333526479824,1,1.24321447519711
0.905,NaN,-1,-0.239246590471638,-0.117915599546866,0,0.176616998401855,0.529437455817185,1,1.24238895009651
0.91,NaN,-1,-0.237846126907232,-0.117266524300602,0,0.17591353609828,0.528540010842142,1,1.24156969355349
0.915,NaN,-1,-0.236454312555872,-0.116621292988839,0,0.175212092193897,0.527641197356169,1,1.2407566512019
0.92,NaN,-1,-0.235071108284966,-0.115979883116396,0,0.174512667145849,0.52674102121298,1,1.239949768904
0.925,NaN,-1,-0.233696474907106,-0.115342272263972,0,0.173815261371934,0.525839488318534,1,1.23914899275047
0.93,NaN,-1,-0.232330373180069,-0.114708438088152,0,0.173119875250606,0.52493660463103,1,1.23835426906041
0.935,NaN,-1,-0.230972763806818,-0.114078358321403,0,0.172426509120973,0.524032376160908,1,1.23756554438135
0.94,NaN,-1,-0.229623607435502,-0.113452010772077,0,0.171735163282799,0.523126808970853,1,1.23678276548922
0.945,NaN,-1,-0.228282864659453,-0.112829373324406,0,0.171045837996503,0.522219909175788,1,1.2360058793884
0.95,NaN,-1,-0.22695049601719,-0.11221042393851,0,0.170358533483159,0.521311682942881,1,1.23523483331164
0.955,NaN,-1,-0.225626461992417,-0.111595140650388,0,0.169673249924497,0.520402136491542,1,1.23446957472016
0.96,NaN,-1,-0.224310723014024,-0.110983501571926,0,0.1689899874629,0.51949127609342,1,1.23371005130358
0.965,NaN,-1,-0.223003239456084,-0.11037548489089,0,0.16830874620141,0.51857910807241,1,1.23295621097993
0.97,NaN,-1,-0.221703971637857,-0.109771068870933,0,0.16762952620372,0.517665638804645,1,1.23220800189567
0.975,NaN,-1,-0.220412879823789,-0.109170231851589,0,0.166952327494181,0.516750874718503,1,1.23146537242567
0.98,NaN,-1,-0.219129924223509,-0.108572952248275,0,0.166277150057798,0.515834822294603,1,1.23072827117324
0.985,NaN,-1,-0.217855064991833,-0.107979208552292,0,0.165603993840232,0.514917488065805,1,1.22999664697009
0.99,NaN,-1,-0.216588262228762,-0.107388979330826,0,0.164932858747798,0.513998878617211,1,1.22927044887636
0.995,NaN,-1,-0.215329475979481,-0.106802243226945,0,0.164263744647468,0.513079000586168,1,1.2285496261806
1,NaN,-1,-0.214078666234362,-0.106218978959599,0,0.163596651366866,0.512157860662261,1,1.22783412839978
1.005,NaN,-1,-0.212835792928962,-0.105639165323625,0,0.162931578694276,0.511235465587318,1,1.22712390527931
1.01,NaN,-1,-0.211600815944021,-0.105062781189739,0,0.162268526378633,0.510311822155411,1,1.22641890679299
1.015,NaN,-1,-0.210373695105468,-0.104489805504543,0,0.161607494129528,0.509386937212852,1,1.22571908314306
1.02,NaN,-1,-0.209154390184415,-0.103920217290523,0,0.160948481617209,0.508460817658195,1,1.22502438476017
1.025,NaN,-1,-0.207942860897158,-0.103353995646047,0,0.160291488472578,0.507533470442236,1,1.22433476230339
1.03,NaN,-1,-0.206739066905182,-0.102791119745365,0,0.159636514287192,0.506604902568015,1,1.22365016666022
1.035,NaN,-1,-0.205542967815153,-0.102231568838615,0,0.158983558613263,0.505675121090811,1,1.22297054894657
